,rank_ic
2014-05-05,-0.2
2014-06-03,0.12207792207792208
2014-07-01,-0.02727272727272727
2014-08-01,0.0631578947368421
2014-09-01,0.2303921568627451
2014-10-08,-0.39824561403508774
2014-11-03,-0.23157894736842102
2014-12-01,-0.05675954592363261
2015-01-05,-0.7131062951496387
2015-02-02,-0.40441176470588236
2015-03-02,-0.23426212590299278
2015-04-01,0.03157894736842105
2015-05-04,-0.11274509803921569
2015-06-01,-0.09010989010989012
2015-07-01,-0.3235294117647059
2015-08-03,-0.6323529411764706
2015-09-01,0.10784313725490197
2015-10-08,-0.3504901960784314
2015-11-02,-0.29656862745098045
2015-12-01,-0.09597523219814243
2016-01-04,-0.7701298701298702
2016-02-01,-0.4654150197628459
2016-03-01,-0.27518796992481204
2016-04-01,-0.24901185770750994
2016-05-03,-0.09090909090909091
2016-06-01,0.3438735177865613
2016-07-01,-0.1650197628458498
2016-08-01,-0.1552795031055901
2016-09-01,0.02075098814229249
2016-10-10,-0.27724449463579903
2016-11-01,0.25691699604743085
2016-12-01,0.3669172932330827
2017-01-03,-0.061951479603307456
2017-02-03,-0.4285714285714285
2017-03-01,0.24703557312252966
2017-04-05,0.04025974025974026
2017-05-02,0.2183794466403162
2017-06-01,0.40217391304347827
2017-07-03,0.4061264822134388
2017-08-01,-0.5182608695652173
2017-09-01,-0.15130434782608695
2017-10-09,0.05335968379446641
2017-11-01,-0.022727272727272724
2017-12-01,0.14188034188034188
2018-01-02,-0.09401709401709402
2018-02-01,-0.16649572649572647
2018-03-01,-0.5372405372405372
2018-04-02,-0.25946275946275943
2018-05-02,-0.14590964590964592
2018-06-01,0.09064039408866993
2018-07-02,-0.2177339901477832
2018-08-01,0.083743842364532
2018-09-03,0.1906403940886699
2018-10-08,-0.010837438423645318
2018-11-01,-0.3041156840934371
2018-12-03,-0.12459677419354842
2019-01-02,0.12217741935483874
2019-02-01,-0.5012096774193548
2019-03-01,-0.04812834224598931
2019-04-01,-0.13669786096256686
2019-05-06,-0.365975935828877
2019-06-03,-0.2553475935828877
2019-07-01,-0.01036096256684492
2019-08-01,-0.03843582887700535
2019-09-02,0.04612299465240642
2019-10-08,-0.17814171122994654
2019-11-01,-0.1734625668449198
2019-12-02,0.05347593582887701
2020-01-02,0.014037433155080216
2020-02-03,0.08723262032085562
2020-03-02,-0.3653074866310161
2020-04-01,-0.18649732620320858
2020-05-06,0.17159446913858287
2020-06-01,-0.4722689075630252
2020-07-01,-0.1911764705882353
2020-08-03,-0.05332314744079449
2020-09-01,0.008403361344537815
2020-10-09,0.27639419404125287
2020-11-02,-0.4643239113827348
2020-12-01,0.16722689075630254
2021-01-04,0.09551820728291317
2021-02-01,-0.2852559205500382
2021-03-01,-0.2585434173669468
2021-04-01,-0.17828354670459934
2021-05-06,-0.23897581792318634
2021-06-01,0.17846591530802056
2021-07-01,0.33843965422912786
2021-08-02,-0.28582995951417
2021-09-01,-0.524390243902439
2021-10-08,-0.10093808630393997
2021-11-01,-0.24934333958724203
2021-12-01,-0.02090592334494774
2022-01-04,-0.3641114982578398
2022-02-07,0.1737335834896811
2022-03-01,0.4219512195121952
2022-04-01,0.10250384895875539
2022-05-05,-0.4668179239931935
2022-06-01,-0.3225611597704621
2022-07-01,0.04107520386590154
2022-08-01,-0.2885503605866624
2022-09-01,-0.345514950166113
2022-10-10,-0.41045001510117785
2022-11-01,-0.0976328010662979
2022-12-01,-0.3062518876472365
2023-01-03,-0.01706433101781939
2023-02-01,0.01902748414376321
2023-03-01,0.021987315010570822
2023-04-03,-0.030443974630021138
2023-05-04,-0.20535588442565184
2023-06-01,-0.27258632840028185
2023-07-03,-0.31233262861169836
2023-08-01,-0.11557434813248765
2023-09-01,-0.06448430181247145
2023-10-09,-0.014094432699083862
2023-11-01,0.11585623678646932
2023-12-01,0.05863284002818885
2024-01-02,-0.028722002635046113
2024-02-01,-0.1828722002635046
2024-03-01,-0.21014492753623185
2024-04-01,0.12345191040843213
2024-05-06,0.3741765480895915
2024-06-03,0.06245059288537549
2024-07-01,-0.48245451742213996
2024-08-01,-0.04631514030218933
2024-09-02,0.11649707061362935
2024-10-08,0.19827320382362007
2024-11-01,-0.07813752698119025
2024-12-02,-0.28239284613012644
