,rank_ic
2014-02-07,0.24370294407365323
2014-03-03,0.2920246679058731
2014-04-01,0.09162739278695274
2014-05-05,0.18818343792468767
2014-06-03,0.19356629020806715
2014-07-01,0.08820309167413247
2014-08-01,0.2804939509900865
2014-09-01,0.31211746010879754
2014-10-08,0.046761239583221696
2014-11-03,-0.02832446592422811
2014-12-01,-0.46671148353952113
2015-01-05,0.30966906485093926
2015-02-02,0.11398461388948981
2015-03-02,0.25191046968225916
2015-04-01,0.059956202099286184
2015-05-04,0.4475446542721819
2015-06-01,-0.19906911213000608
2015-07-01,-0.09993203555508462
2015-08-03,-0.16837616942550562
2015-09-01,0.22684860594301495
2015-10-08,0.29211269919844135
2015-11-02,0.34901642902995783
2015-12-01,0.12687394086012088
2016-01-04,0.034616397042501815
2016-02-01,0.06557889001761935
2016-03-01,0.18322612010380715
2016-04-01,0.27154409230485527
2016-05-03,-0.0022853935092225813
2016-06-01,0.14353775819589382
2016-07-01,0.07608837908456648
2016-08-01,0.27692923880685305
2016-09-01,0.33270328877075095
2016-10-10,0.1661893648441174
2016-11-01,0.04675773868671939
2016-12-01,0.1921295498741471
2017-01-03,-0.18504999122946092
2017-02-03,0.06631722719826037
2017-03-01,-0.02290341361376794
2017-04-05,-0.11870175942501243
2017-05-02,-0.23442787143293004
2017-06-01,-0.08233702527252533
2017-07-03,-0.186702375079681
2017-08-01,0.2083427684283668
2017-09-01,0.101777552504492
2017-10-09,0.06352126284530289
2017-11-01,-0.19055806430031236
2017-12-01,-0.14551232785530765
2018-01-02,-0.17923770335254555
2018-02-01,-0.06467288609093137
2018-03-01,0.3349791668011686
2018-04-02,0.008211202238837019
2018-05-02,0.1353595160995142
2018-06-01,-0.14692761913003763
2018-07-02,0.1814992333701854
2018-08-01,0.034270663482257976
2018-09-03,-0.030367324771770177
2018-10-08,0.08004617083093876
2018-11-01,0.2775320805401977
2018-12-03,0.15085518397947775
2019-01-02,-0.10649868049211424
2019-02-01,0.009331536049060772
2019-03-01,0.12724236837669123
2019-04-01,0.055726472956317406
2019-05-06,0.07267891406052067
2019-06-03,-0.05272726807207704
2019-07-01,0.03211412664468224
2019-08-01,-0.08878209075824701
2019-09-02,0.09102290349587808
2019-10-08,0.05463309000334294
2019-11-01,-0.044376418192589896
2019-12-02,-0.07113100620976653
2020-01-02,-0.04430887737002317
2020-02-03,-0.1493119822853477
2020-03-02,0.2901124837926868
2020-04-01,-0.21138526927264345
2020-05-06,0.09334803380764828
2020-06-01,-0.1858502042703392
2020-07-01,0.0370777153844312
2020-08-03,0.15998852544644632
2020-09-01,0.07068175365854608
2020-10-09,0.05129123198232059
2020-11-02,0.06352983216050946
2020-12-01,-0.23135806309217882
2021-01-04,-0.17559240807460466
2021-02-01,0.2228866598974826
2021-03-01,0.2373827293993822
2021-04-01,0.007816170359113993
2021-05-06,0.04433244555728758
2021-06-01,0.11889115211887555
2021-07-01,0.002507171912446719
2021-08-02,0.08647397319903258
2021-09-01,0.1285050530821917
2021-10-08,-0.014362751888190072
2021-11-01,0.32233430061156537
2021-12-01,0.24117841247299143
2022-01-04,0.19132568328422003
2022-02-07,0.028379557686884282
2022-03-01,0.06555358238051552
2022-04-01,-0.06267038533135638
2022-05-05,0.26614278808620784
2022-06-01,-0.0072867646086441275
2022-07-01,0.3039125970132352
2022-08-01,0.0721164131861405
2022-09-01,0.03126852458244167
2022-10-10,0.23444609628872218
2022-11-01,-0.04124322783380272
2022-12-01,-0.005707896123476924
2023-01-03,0.17580349964836406
2023-02-01,0.25187553914332456
2023-03-01,0.01633403932748738
2023-04-03,0.011102380077611497
2023-05-04,0.2717058001816421
2023-06-01,0.11442234520119243
2023-07-03,0.15574006231099116
2023-08-01,0.1985835438527602
2023-09-01,0.0885911538502075
2023-10-09,0.17414822912021122
2023-11-01,0.1999837922606517
2023-12-01,0.1646726836978368
2024-01-02,-0.22547029782387248
2024-02-01,-0.4338055325941768
2024-03-01,0.3235905571407353
2024-04-01,-0.03477402224569993
2024-05-06,-0.03618064418910942
2024-06-03,-0.21846926995293245
2024-07-01,0.07984855726092555
2024-08-01,0.22869701446767893
2024-09-02,-0.008454305767847201
2024-10-08,-0.02273968686816801
2024-11-01,0.24740460796405866
2024-12-02,-0.14780466222598776
