,rank_ic
2014-09-01,0.05079726056374327
2014-10-08,0.026048108401266548
2014-11-03,-0.05884732641695634
2014-12-01,-0.24908290528305368
2015-01-05,-0.07215588606824383
2015-02-02,-0.15009546388283243
2015-03-02,-0.11724706613922353
2015-04-01,0.06490651250425736
2015-05-04,-0.10703509194813653
2015-06-01,-0.025057378265706247
2015-07-01,-0.05276469854165868
2015-08-03,-0.31326225390379037
2015-09-01,0.08061713933679675
2015-10-08,0.036169387933116526
2015-11-02,-0.027786851479762006
2015-12-01,-0.1026105662177232
2016-01-04,-0.051958803338902036
2016-02-01,-0.14024370986844728
2016-03-01,0.08627548534734873
2016-04-01,0.0016378727467162254
2016-05-03,0.04175301378830141
2016-06-01,0.048368388191311174
2016-07-01,-0.01228433461345058
2016-08-01,-0.03927130672161357
2016-09-01,-0.10602471920701545
2016-10-10,0.011626469935945181
2016-11-01,-0.14761497434425355
2016-12-01,0.021344920572790638
2017-01-03,0.027728939680680593
2017-02-03,0.009362389230062553
2017-03-01,0.04759254689866114
2017-04-05,0.0450625507701977
2017-05-02,0.01567662113448282
2017-06-01,0.06890495711147901
2017-07-03,0.13147184015524127
2017-08-01,-0.1581405056930184
2017-09-01,-0.09882055647582755
2017-10-09,0.14978386026107424
2017-11-01,0.28313349424226475
2017-12-01,0.20234629805411353
2018-01-02,0.10892444353387513
2018-02-01,0.17304100927920082
2018-03-01,-0.1246048380812568
2018-04-02,0.19853420960192208
2018-05-02,0.025983262043167817
2018-06-01,0.24646652021026197
2018-07-02,-0.13147466814672762
2018-08-01,-0.016931442986687778
2018-09-03,-0.09491650485272171
2018-10-08,0.032040423866957664
2018-11-01,-0.26553478601627006
2018-12-03,0.11953850897495406
2019-01-02,0.2056355435707207
2019-02-01,-0.23605359808900617
2019-03-01,0.009538369931887116
2019-04-01,0.027076610182175144
2019-05-06,0.014857696987462348
2019-06-03,0.05916122516999801
2019-07-01,-0.004060395541426226
2019-08-01,0.14330595665982312
2019-09-02,-0.017961995597613602
2019-10-08,0.033636766578743725
2019-11-01,-0.05181769670236225
2019-12-02,0.00034505537936951853
2020-01-02,0.2021948150895567
2020-02-03,0.10770124385865419
2020-03-02,-0.29992137534076097
2020-04-01,0.27643252198030077
2020-05-06,-0.004530861986799087
2020-06-01,0.1745050146233133
2020-07-01,-0.030042264804046752
2020-08-03,-0.15424572227599165
2020-09-01,-0.11632917644374845
2020-10-09,0.02060788982852957
2020-11-02,-0.12939580145848184
2020-12-01,0.1690091480951064
2021-01-04,0.12305741101384945
2021-02-01,-0.10728095953358528
2021-03-01,-0.04427486682854486
2021-04-01,0.12062792607768806
2021-05-06,-0.1381752836697541
2021-06-01,-0.06701996567109492
2021-07-01,0.010742426922051863
2021-08-02,0.02734937386773911
2021-09-01,-0.28937686314263733
2021-10-08,0.009406253061190735
2021-11-01,0.020396332057401507
2021-12-01,-0.34336342241197465
2022-01-04,-0.22544629061911248
2022-02-07,0.09210674672107931
2022-03-01,0.06071736905164527
2022-04-01,0.01738647071032442
2022-05-05,-0.0934588360332492
2022-06-01,-0.28160766661851194
2022-07-01,-0.12971097251789215
2022-08-01,0.07591608895929544
2022-09-01,0.08816904736171893
2022-10-10,-0.15551251671240227
2022-11-01,-0.05008065812904256
2022-12-01,-0.00953641443077035
2023-01-03,0.0630750570092721
2023-02-01,0.0017318932796315891
2023-03-01,0.05498160591391721
2023-04-03,0.1934925608301421
2023-05-04,0.17352744765954298
2023-06-01,-0.1291879535692656
2023-07-03,-0.22231545803877376
2023-08-01,0.1871694821423352
2023-09-01,-0.013232294738264618
2023-10-09,-0.09290582547153076
2023-11-01,0.06409707368904122
2023-12-01,0.10157092719471016
2024-01-02,-0.05537987096288977
2024-02-01,-0.24289207914867472
2024-03-01,0.10727089484925813
2024-04-01,0.10975220104714553
2024-05-06,-0.012648480467378185
2024-06-03,0.25397612592051244
2024-07-01,-0.16630583278353867
2024-08-01,-0.10485297031302371
2024-09-02,-0.20225182871263223
2024-10-08,0.04980620816324416
2024-11-01,-0.18005362937116465
2024-12-02,-0.12143459589678679
