,rank_ic
2014-02-07,-0.04736842105263158
2014-03-03,-0.46491228070175433
2014-04-01,-0.06363636363636363
2014-05-05,-0.00909090909090909
2014-06-03,0.4883116883116883
2014-07-01,-0.24308300395256918
2014-08-01,0.05251270468661773
2014-09-01,0.21804511278195485
2014-10-08,-0.21052631578947367
2014-11-03,-0.32280701754385965
2014-12-01,-0.2719298245614035
2015-01-05,-0.13082706766917293
2015-02-02,0.08120300751879699
2015-03-02,-0.13636363636363635
2015-04-01,0.2311688311688312
2015-05-04,0.13106295149638802
2015-06-01,-0.3308823529411765
2015-07-01,-0.048120300751879695
2015-08-03,-0.2157894736842105
2015-09-01,-0.025799793601651185
2015-10-08,0.3649350649350649
2015-11-02,0.3269339356295879
2015-12-01,-0.49217391304347824
2016-01-04,-0.5438461538461539
2016-02-01,0.36615384615384616
2016-03-01,0.5049407114624506
2016-04-01,-0.15612648221343872
2016-05-03,-0.1902879728966686
2016-06-01,0.07913043478260869
2016-07-01,-0.4123076923076923
2016-08-01,0.2295652173913043
2016-09-01,-0.3102766798418973
2016-10-10,-0.06041784302653869
2016-11-01,0.13652173913043478
2016-12-01,-0.044466403162055336
2017-01-03,-0.31225296442687744
2017-02-03,-0.05913043478260869
2017-03-01,0.06869565217391303
2017-04-05,-0.5052173913043477
2017-05-02,-0.29692307692307696
2017-06-01,-0.11846153846153845
2017-07-03,-0.4415384615384615
2017-08-01,0.08846153846153845
2017-09-01,0.03785103785103785
2017-10-09,-0.40109890109890106
2017-11-01,-0.04205128205128204
2017-12-01,0.17569786535303775
2018-01-02,-0.3455433455433455
2018-02-01,0.1004926108374384
2018-03-01,0.3659621802002225
2018-04-02,-0.303670745272525
2018-05-02,-0.08916256157635466
2018-06-01,0.05911330049261083
2018-07-02,0.3226600985221674
2018-08-01,-0.1657397107897664
2018-09-03,-0.20362903225806453
2018-10-08,-0.6866935483870968
2018-11-01,0.02620967741935484
2018-12-03,0.1638563049853372
2019-01-02,-0.30347593582887705
2019-02-01,0.4151069518716578
2019-03-01,-0.022727272727272728
2019-04-01,-0.5003342245989305
2019-05-06,-0.15307486631016046
2019-06-03,-0.11463903743315508
2019-07-01,-0.21691176470588236
2019-08-01,0.18315508021390375
2019-09-02,-0.02306149732620321
2019-10-08,-0.004344919786096257
2019-11-01,-0.3776737967914439
2019-12-02,0.23262032085561501
2020-01-02,0.21457219251336898
2020-02-03,0.43348930481283426
2020-03-02,-0.5804430863254393
2020-04-01,-0.11535523300229181
2020-05-06,0.13293605356239277
2020-06-01,0.11932773109243698
2020-07-01,-0.012681436210847974
2020-08-03,0.1392156862745098
2020-09-01,-0.16722689075630254
2020-10-09,0.009625668449197862
2020-11-02,-0.4783804430863254
2020-12-01,-0.08263305322128851
2021-01-04,-0.3109243697478992
2021-02-01,-0.07088667614983404
2021-03-01,-0.4476055002370791
2021-04-01,-0.5375861691651165
2021-05-06,0.19630156472261734
2021-06-01,0.08238866396761134
2021-07-01,0.0855534709193246
2021-08-02,-0.19455909943714825
2021-09-01,-0.18217636022514072
2021-10-08,-0.1722996515679443
2021-11-01,0.413240418118467
2021-12-01,-0.23170731707317077
2022-01-04,-0.4629284498825055
2022-02-07,-0.010117789187556629
2022-03-01,-0.475838115372999
2022-04-01,-0.4373227453204765
2022-05-05,0.2815817194716798
2022-06-01,0.1144669284204168
2022-07-01,0.004983388704318937
2022-08-01,-0.40274841437632136
2022-09-01,-0.6635457565690124
2022-10-10,0.1383267894895802
2022-11-01,0.09906746712991714
2022-12-01,-0.13136011275546158
2023-01-03,-0.14489076814658208
2023-02-01,-0.007047216349541931
2023-03-01,0.027061310782241013
2023-04-03,-0.06272022551092318
2023-05-04,-0.15278365045806905
2023-06-01,-0.16208597603946442
2023-07-03,-0.3417899929527836
2023-08-01,0.2501761804087385
2023-09-01,-0.5472356323211374
2023-10-09,-0.20704721634954193
2023-11-01,0.08471673254281949
2023-12-01,-0.3043478260869565
2024-01-02,-0.3985507246376811
2024-02-01,0.12239789196310934
2024-03-01,0.08722002635046114
2024-04-01,-0.5743083003952568
2024-05-06,-0.14979956830095592
2024-06-03,-0.11045328399629972
2024-07-01,0.06691335183472093
2024-08-01,-0.12969472710453284
2024-09-02,0.20629047178538393
2024-10-08,-0.01597286463151403
2024-11-01,-0.14264569842738203
2024-12-02,-0.2337958680234351
